保存日期:2026.7.13,标定数据版本号,D4AYA-SFB8-300-E0-170719
Time,ESPD_Value(rpm),Cy_judge_OK(),APP_Value(%),APP_Trq_Pct(%),Trq_Tgt_Pct(%),TPS_Tgt(%),TPS_Value(%),TIP_Tgt(kPa),TIP_Value(kPa),MAP_Value(kPa),WGV_PWM_DuCy(%),Air_Flow(kg/h),Fuel_Flow(kg/h),Fuel_In(mg/Inj),Lam_Tgt(),Lam_Value(),LamCL_Mult(%),LamAL_Mult(%),Inj_PW(ms),Spk_Adv(CAD),NGP_Value(kPa)
保存时间,发动机转速(rpm),判缸成功标志(),油门开度(%),油门扭矩百分比(%),最终扭矩百分比(%),节气门开度目标(%),节气门开度(%),增压压力目标(kPa),增压压力(kPa),进气歧管压力(kPa),废气旁通控制阀占空比(%),空气质量流量(kg/h),燃气质量流量(kg/h),一组喷嘴一次喷射质量(mg/Inj),过量空气系数目标(),过量空气系数(),空燃比闭环喷射量补偿(%),空燃比自适应喷射量补偿(%),燃气喷射脉宽(ms),点火提前角(CAD),喷嘴前燃气压力(kPa)
7.449s,837,1,99.7,100.00,100.00,66.86,66.77,128.10,109.67,109.83,100.0,113.040,6.120,61.32,1.127,1.114,0.1,5.0,12.148,14.88,564.9
7.503s,837,1,99.7,100.00,100.00,66.86,66.77,128.10,109.67,109.83,100.0,113.040,6.120,61.32,1.127,1.114,0.1,7.2,12.718,15.46,564.9
7.557s,863,1,99.7,100.00,100.00,66.86,66.77,128.10,109.67,109.83,100.0,113.040,6.120,61.32,1.127,1.114,0.1,7.2,12.718,15.46,558.4
7.611s,863,1,99.7,100.00,100.00,65.42,66.77,128.10,109.67,109.83,100.0,113.040,6.120,61.32,1.127,1.114,0.1,7.2,12.718,15.46,558.4
7.665s,863,1,99.7,100.00,100.00,65.42,65.60,129.02,110.98,109.83,100.0,113.040,6.120,61.32,1.127,1.114,0.1,7.2,12.718,15.46,558.4
7.719s,863,1,99.7,100.00,100.00,65.42,65.60,129.02,110.98,110.73,100.0,111.168,6.552,61.32,1.127,1.114,0.1,7.2,12.718,15.46,558.4
7.773s,863,1,99.7,100.00,100.00,65.42,65.60,129.02,110.98,110.73,100.0,111.168,6.552,62.62,1.126,1.107,0.1,7.2,12.718,15.46,558.4
7.827s,863,1,99.7,100.00,100.00,65.42,65.60,129.02,110.98,110.73,100.0,111.168,6.552,62.62,1.126,1.107,0.0,9.1,12.641,15.46,558.4
7.881s,891,1,99.7,100.00,100.00,65.42,65.60,129.02,110.98,110.73,100.0,111.168,6.552,62.62,1.126,1.107,0.0,9.1,12.641,15.86,552.0
7.935s,891,1,99.7,100.00,100.00,65.42,65.60,129.02,110.98,110.73,100.0,111.168,6.552,62.62,1.126,1.107,0.0,9.1,12.641,15.86,552.0
7.989s,891,1,99.7,100.00,100.00,62.09,62.08,130.29,110.98,110.73,100.0,111.168,6.552,62.62,1.126,1.107,0.0,9.1,12.641,15.86,552.0
8.042s,891,1,99.7,100.00,100.00,62.09,62.08,130.29,112.30,111.99,100.0,122.040,6.552,62.62,1.126,1.107,0.0,9.1,12.641,15.86,552.0
8.096s,891,1,99.7,100.00,100.00,62.09,62.08,130.29,112.30,111.99,100.0,122.040,6.732,64.17,1.126,1.107,0.0,9.1,12.641,15.86,552.0
8.150s,891,1,99.7,100.00,100.00,62.09,62.08,130.29,112.30,111.99,100.0,122.040,6.732,64.17,1.126,1.099,0.0,10.4,12.779,15.86,552.0
8.204s,922,1,99.7,100.00,100.00,62.09,62.08,130.29,112.30,111.99,100.0,122.040,6.732,64.17,1.126,1.099,0.0,10.4,12.779,16.31,545.0
8.258s,922,1,99.7,100.00,100.00,62.09,62.08,130.29,112.30,111.99,100.0,122.040,6.732,64.17,1.126,1.099,0.0,10.4,12.779,16.31,545.0
8.312s,922,1,99.7,100.00,100.00,58.48,58.56,131.25,112.30,111.99,100.0,122.040,6.732,64.17,1.126,1.099,0.0,10.4,12.779,16.31,545.0
8.366s,922,1,99.7,100.00,100.00,58.48,58.56,131.25,113.96,113.61,100.0,122.040,6.732,64.17,1.126,1.099,0.0,10.4,12.779,16.31,545.0
8.420s,922,1,99.7,100.00,100.00,58.48,58.56,131.25,113.96,113.61,100.0,125.856,7.344,65.41,1.126,1.099,0.0,10.4,12.779,16.31,545.0
8.474s,922,1,99.7,100.00,100.00,58.48,58.56,131.25,113.96,113.61,100.0,125.856,7.344,65.41,1.126,1.093,0.0,10.2,12.779,16.31,545.0
8.528s,922,1,99.7,100.00,100.00,58.48,58.56,131.25,113.96,113.61,100.0,125.856,7.344,65.41,1.126,1.093,0.0,10.2,13.051,16.97,540.0
8.582s,946,1,99.7,100.00,100.00,58.48,58.56,131.25,113.96,113.61,100.0,125.856,7.344,65.41,1.126,1.093,0.0,10.2,13.051,16.97,540.0
8.636s,946,1,99.7,100.00,100.00,58.73,58.56,131.25,113.96,113.61,100.0,125.856,7.344,65.41,1.126,1.093,0.0,10.2,13.051,16.97,540.0
8.690s,946,1,99.7,100.00,100.00,58.73,58.56,132.32,115.71,115.01,100.0,125.856,7.344,65.41,1.126,1.093,0.0,10.2,13.051,16.97,540.0
8.744s,946,1,99.7,100.00,100.00,58.73,58.56,132.32,115.71,115.01,100.0,128.556,7.560,61.28,1.126,1.093,0.0,10.2,13.051,16.97,540.0
8.798s,946,1,99.7,100.00,100.00,58.73,58.56,132.32,115.71,115.01,100.0,128.556,7.560,61.28,1.132,1.104,0.0,10.2,13.051,16.97,540.0
8.852s,946,1,99.7,100.00,100.00,58.73,58.56,132.32,115.71,115.01,100.0,128.556,7.560,61.28,1.132,1.104,0.0,10.0,13.630,17.57,540.0
8.906s,976,1,99.7,100.00,100.00,58.73,58.56,132.32,115.71,115.01,100.0,128.556,7.560,61.28,1.132,1.104,0.0,10.0,13.630,17.57,534.4
8.960s,976,1,99.7,100.00,100.00,59.49,58.56,132.32,115.71,115.01,100.0,128.556,7.560,61.28,1.132,1.104,0.0,10.0,13.630,17.57,534.4
9.014s,976,1,99.7,100.00,100.00,59.49,59.22,133.40,117.37,116.92,100.0,128.556,7.560,61.28,1.132,1.104,0.0,10.0,13.630,17.57,534.4
9.068s,976,1,99.7,100.00,100.00,59.49,59.22,133.40,117.37,116.92,100.0,137.844,7.632,61.28,1.132,1.104,0.0,10.0,13.630,17.57,534.4
9.122s,976,1,99.7,100.00,100.00,59.49,59.22,133.40,117.37,116.92,100.0,137.844,7.632,63.12,1.139,1.102,0.0,10.0,13.630,17.57,534.4
9.176s,976,1,99.7,100.00,100.00,59.49,59.22,133.40,117.37,116.92,100.0,137.844,7.632,63.12,1.139,1.102,-0.1,9.8,13.889,18.08,534.4
9.230s,1004,1,99.7,100.00,100.00,59.49,59.22,133.40,117.37,116.92,100.0,137.844,7.632,63.12,1.139,1.102,-0.1,9.8,13.889,18.08,529.9
9.284s,1004,1,99.7,100.00,100.00,59.49,59.22,133.40,117.37,116.92,100.0,137.844,7.632,63.12,1.139,1.102,-0.1,9.8,13.889,18.08,529.9
9.338s,1004,1,99.7,100.00,100.00,60.29,60.13,134.68,119.12,116.92,100.0,137.844,7.632,63.12,1.139,1.102,-0.1,9.8,13.889,18.08,529.9
9.392s,1004,1,99.7,100.00,100.00,60.29,60.13,134.68,119.12,118.48,100.0,145.404,7.632,63.12,1.139,1.102,-0.1,9.8,13.889,18.08,529.9
9.446s,1004,1,99.7,100.00,100.00,60.29,60.13,134.68,119.12,118.48,100.0,145.404,7.920,66.23,1.148,1.095,-0.1,9.8,13.889,18.08,529.9
9.500s,1004,1,99.7,100.00,100.00,60.29,60.13,134.68,119.12,118.48,100.0,145.404,7.920,66.23,1.148,1.095,-0.2,9.5,13.538,18.08,529.9
9.554s,1040,1,99.7,100.00,100.00,60.29,60.13,134.68,119.12,118.48,100.0,145.404,7.920,66.23,1.148,1.095,-0.2,9.5,13.538,18.70,526.8
9.608s,1040,1,99.6,100.00,100.00,60.29,60.13,134.68,119.12,118.48,100.0,145.404,7.920,66.23,1.148,1.095,-0.2,9.5,13.538,18.70,526.8
9.662s,1040,1,99.6,100.00,100.00,61.17,61.04,139.58,119.12,118.48,100.0,145.404,7.920,66.23,1.148,1.095,-0.2,9.5,13.538,18.70,526.8
9.716s,1040,1,99.6,100.00,100.00,61.17,61.04,139.58,120.78,120.20,100.0,145.404,7.920,66.23,1.148,1.095,-0.2,9.5,13.538,18.70,526.8
9.770s,1040,1,99.6,100.00,100.00,61.17,61.04,139.58,120.78,120.20,100.0,148.536,8.136,63.16,1.158,1.095,-0.2,9.5,13.538,18.70,526.8
9.824s,1040,1,99.6,100.00,100.00,61.17,61.04,139.58,120.78,120.20,100.0,148.536,8.136,63.16,1.158,1.112,-0.3,9.4,13.538,18.70,526.8
9.878s,1040,1,99.6,100.00,100.00,61.17,61.04,139.58,120.78,120.20,100.0,148.536,8.136,63.16,1.158,1.112,-0.3,9.4,14.068,19.11,525.6
9.932s,1065,1,99.7,100.00,100.00,61.17,61.04,139.58,120.78,120.20,100.0,148.536,8.136,63.16,1.158,1.112,-0.3,9.4,14.068,19.11,525.6
9.986s,1065,1,99.7,100.00,100.00,62.05,61.84,139.58,120.78,120.20,100.0,148.536,8.136,63.16,1.158,1.112,-0.3,9.4,14.068,19.11,525.6
10.040s,1065,1,99.7,100.00,100.00,62.05,61.84,144.04,122.97,121.75,100.0,148.536,8.136,63.16,1.158,1.112,-0.3,9.4,14.068,19.11,525.6
10.094s,1065,1,99.7,100.00,100.00,62.05,61.84,144.04,122.97,121.75,100.0,154.584,8.784,65.62,1.158,1.112,-0.3,9.4,14.068,19.11,525.6
10.148s,1065,1,99.7,100.00,100.00,62.05,61.84,144.04,122.97,121.75,100.0,154.584,8.784,65.62,1.165,1.130,-0.4,9.4,14.068,19.11,525.6
10.202s,1065,1,99.7,100.00,100.00,62.05,61.84,144.04,122.97,121.75,100.0,154.584,8.784,65.62,1.165,1.130,-0.4,9.3,13.491,19.70,526.3
10.256s,1094,1,99.7,100.00,100.00,62.05,61.84,144.04,122.97,121.75,100.0,154.584,8.784,65.62,1.165,1.130,-0.4,9.3,13.491,19.70,526.3
10.310s,1094,1,99.7,100.00,100.00,62.85,63.25,144.04,122.97,121.75,100.0,154.584,8.784,65.62,1.165,1.130,-0.4,9.3,13.491,19.70,526.3
10.364s,1094,1,99.7,100.00,100.00,62.85,63.25,147.79,124.63,123.95,100.0,154.584,8.784,65.62,1.165,1.130,-0.4,9.3,13.491,19.70,526.3
10.418s,1094,1,99.7,100.00,100.00,62.85,63.25,147.79,124.63,123.95,100.0,159.516,8.460,65.62,1.165,1.130,-0.4,9.3,13.491,19.70,526.3
10.472s,1094,1,99.7,100.00,100.00,62.85,63.25,147.79,124.63,123.95,100.0,159.516,8.460,64.85,1.175,1.143,-0.5,9.3,13.491,19.70,526.3
10.526s,1094,1,99.7,100.00,100.00,62.85,63.25,147.79,124.63,123.95,100.0,159.516,8.460,64.85,1.175,1.143,-0.5,9.0,13.622,20.36,526.3
10.580s,1121,1,99.7,100.00,100.00,62.85,63.25,147.79,124.63,123.95,100.0,159.516,8.460,64.85,1.175,1.143,-0.5,9.0,13.622,20.36,527.0
10.634s,1121,1,99.7,100.00,100.00,63.65,63.25,147.79,124.63,123.95,100.0,159.516,8.460,64.85,1.175,1.143,-0.5,9.0,13.622,20.36,527.0
10.688s,1121,1,99.7,100.00,100.00,63.65,63.52,151.68,126.82,123.95,100.0,159.516,8.460,64.85,1.175,1.143,-0.5,9.0,13.622,20.36,527.0
10.742s,1121,1,99.7,100.00,100.00,63.65,63.52,151.68,126.82,126.24,100.0,166.428,8.460,64.85,1.175,1.143,-0.5,9.0,13.622,20.36,527.0
10.796s,1121,1,99.7,100.00,100.00,63.65,63.52,151.68,126.82,126.24,100.0,166.428,8.964,64.78,1.185,1.164,-0.5,9.0,13.622,20.36,527.0
10.850s,1121,1,99.7,100.00,100.00,63.65,63.52,151.68,126.82,126.24,100.0,166.428,8.964,64.78,1.185,1.164,-0.6,8.9,13.975,20.36,527.0
10.904s,1152,1,99.7,100.00,100.00,63.65,63.52,151.68,126.82,126.24,100.0,166.428,8.964,64.78,1.185,1.164,-0.6,8.9,13.975,20.97,528.1
10.958s,1152,1,99.7,100.00,100.00,63.65,63.52,151.68,126.82,126.24,100.0,166.428,8.964,64.78,1.185,1.164,-0.6,8.9,13.975,20.97,528.1
11.012s,1152,1,99.7,100.00,100.00,64.45,64.56,155.71,126.82,126.24,100.0,166.428,8.964,64.78,1.185,1.164,-0.6,8.9,13.975,20.97,528.1
11.066s,1152,1,99.7,100.00,100.00,64.45,64.56,155.71,128.92,128.10,100.0,166.392,8.964,64.78,1.185,1.164,-0.6,8.9,13.975,20.97,528.1
11.120s,1152,1,99.7,100.00,100.00,64.45,64.56,155.71,128.92,128.10,100.0,166.392,9.720,63.80,1.190,1.164,-0.6,8.9,13.975,20.97,528.1
11.174s,1152,1,99.7,100.00,100.00,64.45,64.56,155.71,128.92,128.10,100.0,166.392,9.720,63.80,1.190,1.180,-0.6,8.7,13.640,20.97,528.1
11.228s,1182,1,99.7,100.00,100.00,64.45,64.56,155.71,128.92,128.10,100.0,166.392,9.720,63.80,1.190,1.180,-0.6,8.7,13.640,21.46,529.5
11.282s,1182,1,99.7,100.00,100.00,64.45,64.56,155.71,128.92,128.10,100.0,166.392,9.720,63.80,1.190,1.180,-0.6,8.7,13.640,21.46,529.5
11.336s,1182,1,99.7,100.00,100.00,64.36,64.82,159.88,128.92,128.10,100.0,166.392,9.720,63.80,1.190,1.180,-0.6,8.7,13.640,21.46,529.5
11.390s,1182,1,99.7,100.00,100.00,64.36,64.82,159.88,131.11,130.10,100.0,166.392,9.720,63.80,1.190,1.180,-0.6,8.7,13.640,21.46,529.5
11.444s,1182,1,99.7,100.00,100.00,64.36,64.82,159.88,131.11,130.10,100.0,184.428,9.612,65.13,1.190,1.180,-0.6,8.7,13.640,21.46,529.5
11.498s,1182,1,99.7,100.00,100.00,64.36,64.82,159.88,131.11,130.10,100.0,184.428,9.612,65.13,1.200,1.200,-0.6,8.5,13.640,21.46,529.5
11.552s,1182,1,99.7,100.00,100.00,64.36,64.82,159.88,131.11,130.10,100.0,184.428,9.612,65.13,1.200,1.200,-0.6,8.5,13.959,21.88,529.2
11.606s,1210,1,99.7,100.00,100.00,64.36,64.82,159.88,131.11,130.10,100.0,184.428,9.612,65.13,1.200,1.200,-0.6,8.5,13.959,21.88,529.2
11.660s,1210,1,99.7,100.00,100.00,65.26,64.82,159.88,131.11,130.10,100.0,184.428,9.612,65.13,1.200,1.200,-0.6,8.5,13.959,21.88,529.2
11.714s,1210,1,99.7,100.00,100.00,65.26,64.82,163.68,133.21,132.83,100.0,184.428,9.612,65.13,1.200,1.200,-0.6,8.5,13.959,21.88,529.2
11.768s,1210,1,99.7,100.00,100.00,65.26,64.82,163.68,133.21,132.83,100.0,191.304,10.116,65.65,1.200,1.200,-0.6,8.5,13.959,21.88,529.2
11.822s,1210,1,99.7,100.00,100.00,65.26,64.82,163.68,133.21,132.83,100.0,191.304,10.116,65.65,1.207,1.214,-0.6,8.5,13.959,21.88,529.2
11.876s,1210,1,99.7,100.00,100.00,65.26,64.82,163.68,133.21,132.83,100.0,191.304,10.116,65.65,1.207,1.214,-0.6,8.5,14.608,22.17,529.2
11.930s,1228,1,92.6,100.00,100.00,65.26,64.82,163.68,133.21,132.83,100.0,191.304,10.116,65.65,1.207,1.214,-0.6,8.5,14.608,22.17,530.0
11.984s,1228,1,92.6,100.00,100.00,66.12,64.82,163.68,133.21,132.83,100.0,191.304,10.116,65.65,1.207,1.214,-0.6,8.5,14.608,22.17,530.0
12.038s,1228,1,92.6,100.00,100.00,66.12,66.13,165.69,135.40,132.83,100.0,191.304,10.116,65.65,1.207,1.214,-0.6,8.5,14.608,22.17,530.0
12.092s,1228,1,92.6,100.00,100.00,66.12,66.13,165.69,135.40,134.54,100.0,199.260,10.224,65.65,1.207,1.214,-0.6,8.5,14.608,22.17,530.0
12.146s,1228,1,92.6,100.00,100.00,66.12,66.13,165.69,135.40,134.54,100.0,199.260,10.224,67.21,1.216,1.228,-0.6,8.5,14.608,22.17,530.0
12.200s,1228,1,92.6,100.00,100.00,66.12,66.13,165.69,135.40,134.54,100.0,199.260,10.224,67.21,1.216,1.228,-0.6,8.3,14.524,22.56,530.0
12.254s,1262,1,92.6,100.00,100.00,66.12,66.13,165.69,135.40,134.54,100.0,199.260,10.224,67.21,1.216,1.228,-0.6,8.3,14.524,22.56,530.8
12.308s,1262,1,93.8,100.00,100.00,66.12,66.13,165.69,135.40,134.54,100.0,199.260,10.224,67.21,1.216,1.228,-0.6,8.3,14.524,22.56,530.8
12.362s,1262,1,93.8,100.00,100.00,67.24,67.68,168.57,137.93,134.54,100.0,199.260,10.224,67.21,1.216,1.228,-0.6,8.3,14.524,22.56,530.8
12.416s,1262,1,93.8,100.00,100.00,67.24,67.68,168.57,137.93,137.04,100.0,204.408,10.224,67.21,1.216,1.228,-0.6,8.3,14.524,22.56,530.8
12.470s,1262,1,93.8,100.00,100.00,67.24,67.68,168.57,137.93,137.04,100.0,204.408,10.044,66.77,1.225,1.228,-0.6,8.3,14.524,22.56,530.8
12.524s,1262,1,93.8,100.00,100.00,67.24,67.68,168.57,137.93,137.04,100.0,204.408,10.044,66.77,1.225,1.228,-0.6,8.3,14.409,22.56,530.8
12.578s,1291,1,93.8,100.00,100.00,67.24,67.68,168.57,137.93,137.04,100.0,204.408,10.044,66.77,1.225,1.228,-0.6,8.3,14.409,22.77,531.4
12.632s,1291,1,99.7,100.00,100.00,67.24,67.68,168.57,137.93,137.04,100.0,204.408,10.044,66.77,1.225,1.228,-0.6,8.3,14.409,22.77,531.4
12.686s,1291,1,99.7,100.00,100.00,68.25,67.81,171.26,137.93,137.04,100.0,204.408,10.044,66.77,1.225,1.228,-0.6,8.3,14.409,22.77,531.4
12.740s,1291,1,99.7,100.00,100.00,68.25,67.81,171.26,140.47,139.99,100.0,204.408,10.044,66.77,1.225,1.228,-0.6,8.3,14.409,22.77,531.4
12.794s,1291,1,99.7,100.00,100.00,68.25,67.81,171.26,140.47,139.99,100.0,210.132,10.620,68.89,1.238,1.228,-0.6,8.3,14.409,22.77,531.4
12.848s,1291,1,99.7,100.00,100.00,68.25,67.81,171.26,140.47,139.99,100.0,210.132,10.620,68.89,1.238,1.248,-0.6,8.3,14.409,22.77,531.4
12.902s,1291,1,99.7,100.00,100.00,68.25,67.81,171.26,140.47,139.99,100.0,210.132,10.620,68.89,1.238,1.248,-0.6,8.3,14.445,22.80,532.5
12.956s,1302,1,99.7,100.00,100.00,68.25,67.81,171.26,140.47,139.99,100.0,210.132,10.620,68.89,1.238,1.248,-0.6,8.3,14.445,22.80,532.5
13.010s,1302,1,99.7,100.00,100.00,68.79,68.74,171.26,140.47,139.99,100.0,210.132,10.620,68.89,1.238,1.248,-0.6,8.3,14.445,22.80,532.5
13.064s,1302,1,99.7,100.00,100.00,68.79,68.74,172.80,143.10,143.33,100.0,210.132,10.620,68.89,1.238,1.248,-0.6,8.3,14.445,22.80,532.5
13.118s,1302,1,99.7,100.00,100.00,68.79,68.74,172.80,143.10,143.33,100.0,223.524,10.800,70.67,1.238,1.248,-0.6,8.3,14.445,22.80,532.5
13.172s,1302,1,99.7,100.00,100.00,68.79,68.74,172.80,143.10,143.33,100.0,223.524,10.800,70.67,1.251,1.252,-0.6,8.3,14.445,22.80,532.5
13.225s,1302,1,99.7,100.00,100.00,68.79,68.74,172.80,143.10,143.33,100.0,223.524,10.800,70.67,1.251,1.252,-0.6,8.3,14.299,22.86,533.7
13.279s,1336,1,99.7,100.00,100.00,68.79,68.74,172.80,143.10,143.33,100.0,223.524,10.800,70.67,1.251,1.252,-0.6,8.3,14.299,22.86,533.7
13.333s,1336,1,99.7,100.00,100.00,70.12,68.74,172.80,143.10,143.33,100.0,223.524,10.800,70.67,1.251,1.252,-0.6,8.3,14.299,22.86,533.7
13.387s,1336,1,99.7,100.00,100.00,70.12,70.02,175.96,146.51,145.77,100.0,223.524,10.800,70.67,1.251,1.252,-0.6,8.3,14.299,22.86,533.7
13.441s,1336,1,99.7,100.00,100.00,70.12,70.02,175.96,146.51,145.77,100.0,226.728,11.376,70.67,1.251,1.252,-0.6,8.3,14.299,22.86,533.7
13.495s,1336,1,99.7,100.00,100.00,70.12,70.02,175.96,146.51,145.77,100.0,226.728,11.376,72.41,1.266,1.261,-0.6,8.3,14.299,22.86,533.7
13.549s,1336,1,99.7,100.00,100.00,70.12,70.02,175.96,146.51,145.77,100.0,226.728,11.376,72.41,1.266,1.261,-0.6,8.4,14.783,22.80,533.7
13.603s,1368,1,99.7,100.00,100.00,70.12,70.02,175.96,146.51,145.77,100.0,226.728,11.376,72.41,1.266,1.261,-0.6,8.4,14.783,22.80,534.3
13.657s,1368,1,98.4,100.00,100.00,71.35,70.02,175.96,146.51,145.77,100.0,226.728,11.376,72.41,1.266,1.261,-0.6,8.4,14.783,22.80,534.3
13.711s,1368,1,98.4,100.00,100.00,71.35,72.00,179.32,149.92,145.77,100.0,226.728,11.376,72.41,1.266,1.261,-0.6,8.4,14.783,22.80,534.3
13.765s,1368,1,98.4,100.00,100.00,71.35,72.00,179.32,149.92,149.10,100.0,241.200,11.376,72.41,1.266,1.261,-0.6,8.4,14.783,22.80,534.3
13.819s,1368,1,98.4,100.00,100.00,71.35,72.00,179.32,149.92,149.10,100.0,241.200,11.628,70.52,1.281,1.274,-0.6,8.4,14.783,22.80,534.3
13.873s,1368,1,98.4,100.00,100.00,71.35,72.00,179.32,149.92,149.10,100.0,241.200,11.628,70.52,1.281,1.274,-0.6,8.4,15.003,22.80,534.3
13.927s,1396,1,98.4,100.00,100.00,71.35,72.00,179.32,149.92,149.10,100.0,241.200,11.628,70.52,1.281,1.274,-0.6,8.4,15.003,22.49,534.6
13.981s,1396,1,93.6,100.00,100.00,71.35,72.00,179.32,149.92,149.10,100.0,241.200,11.628,70.52,1.281,1.274,-0.6,8.4,15.003,22.49,534.6
14.035s,1396,1,93.6,100.00,100.00,72.31,72.00,182.11,149.92,149.10,100.0,241.200,11.628,70.52,1.281,1.274,-0.6,8.4,15.003,22.49,534.6
14.089s,1396,1,93.6,100.00,100.00,72.31,72.00,182.11,153.77,152.81,100.0,241.200,11.628,70.52,1.281,1.274,-0.6,8.4,15.003,22.49,534.6
14.143s,1396,1,93.6,100.00,100.00,72.31,72.00,182.11,153.77,152.81,100.0,253.008,12.132,72.03,1.295,1.274,-0.6,8.4,15.003,22.49,534.6
14.197s,1396,1,93.6,100.00,100.00,72.31,72.00,182.11,153.77,152.81,100.0,253.008,12.132,72.03,1.295,1.292,-0.6,8.4,15.003,22.49,534.6
14.251s,1419,1,93.6,100.00,100.00,72.31,72.00,182.11,153.77,152.81,100.0,253.008,12.132,72.03,1.295,1.292,-0.6,8.4,15.180,22.51,535.6
14.305s,1419,1,93.6,99.82,100.00,72.31,72.00,182.11,153.77,152.81,100.0,253.008,12.132,72.03,1.295,1.292,-0.6,8.4,15.180,22.51,535.6
14.359s,1419,1,93.6,99.82,99.80,73.38,73.30,182.11,153.77,152.81,100.0,253.008,12.132,72.03,1.295,1.292,-0.6,8.4,15.180,22.51,535.6
14.413s,1419,1,93.6,99.82,99.80,73.38,73.30,183.24,157.62,157.16,100.0,253.008,12.132,72.03,1.295,1.292,-0.6,8.4,15.180,22.51,535.6
14.467s,1419,1,93.6,99.82,99.80,73.38,73.30,183.24,157.62,157.16,100.0,271.188,12.672,73.69,1.295,1.292,-0.6,8.4,15.180,22.51,535.6
14.521s,1419,1,93.6,99.82,99.80,73.38,73.30,183.24,157.62,157.16,100.0,271.188,12.672,73.69,1.304,1.300,-0.6,8.4,15.180,22.51,535.6
14.575s,1419,1,93.6,99.82,99.80,73.38,73.30,183.24,157.62,157.16,100.0,271.188,12.672,73.69,1.304,1.300,-0.6,8.4,15.788,22.89,536.9
14.629s,1448,1,92.4,99.82,99.80,73.38,73.30,183.24,157.62,157.16,100.0,271.188,12.672,73.69,1.304,1.300,-0.6,8.4,15.788,22.89,536.9
14.683s,1448,1,92.4,99.53,99.52,74.44,74.21,183.24,157.62,157.16,100.0,271.188,12.672,73.69,1.304,1.300,-0.6,8.4,15.788,22.89,536.9
14.737s,1448,1,92.4,99.53,99.52,74.44,74.21,184.28,161.91,162.04,100.0,271.188,12.672,73.69,1.304,1.300,-0.6,8.4,15.788,22.89,536.9
14.791s,1448,1,92.4,99.53,99.52,74.44,74.21,184.28,161.91,162.04,100.0,283.644,13.320,73.69,1.304,1.300,-0.6,8.4,15.788,22.89,536.9
14.845s,1448,1,92.4,99.53,99.52,74.44,74.21,184.28,161.91,162.04,100.0,283.644,13.320,74.53,1.322,1.310,-0.6,8.4,15.788,22.89,536.9
14.899s,1448,1,92.4,99.53,99.52,74.44,74.21,184.28,161.91,162.04,100.0,283.644,13.320,74.53,1.322,1.310,-0.6,8.3,15.543,23.54,536.9
14.953s,1477,1,92.4,99.53,99.52,74.44,74.21,184.28,161.91,162.04,100.0,283.644,13.320,74.53,1.322,1.310,-0.6,8.3,15.543,23.54,538.9
15.007s,1477,1,81.3,96.85,96.81,75.72,74.21,184.28,161.91,162.04,100.0,283.644,13.320,74.53,1.322,1.310,-0.6,8.3,15.543,23.54,538.9
15.061s,1477,1,81.3,96.85,96.81,75.72,76.02,181.04,166.55,162.04,100.0,283.644,13.320,74.53,1.322,1.310,-0.6,8.3,15.543,23.54,538.9
15.115s,1477,1,81.3,96.85,96.81,75.72,76.02,181.04,166.55,166.34,100.0,307.188,14.004,74.53,1.322,1.310,-0.6,8.3,15.543,23.54,538.9
15.169s,1477,1,81.3,96.85,96.81,75.72,76.02,181.04,166.55,166.34,100.0,307.188,14.004,74.70,1.339,1.306,-0.6,8.3,15.543,23.54,538.9
15.223s,1477,1,81.3,96.85,96.81,75.72,76.02,181.04,166.55,166.34,100.0,307.188,14.004,74.70,1.339,1.306,-0.7,8.1,15.483,23.54,538.9
15.277s,1509,1,81.3,96.85,96.81,75.72,76.02,181.04,166.55,166.34,100.0,307.188,14.004,74.70,1.339,1.306,-0.7,8.1,15.483,24.53,541.4
15.331s,1509,1,77.1,88.90,87.78,75.72,76.02,181.04,166.55,166.34,100.0,307.188,14.004,74.70,1.339,1.306,-0.7,8.1,15.483,24.53,541.4
15.385s,1509,1,77.1,88.90,87.78,77.01,76.82,173.54,166.55,166.34,100.0,307.188,14.004,74.70,1.339,1.306,-0.7,8.1,15.483,24.53,541.4
15.439s,1509,1,77.1,88.90,87.78,77.01,76.82,173.54,172.58,171.96,83.5,315.828,14.004,74.70,1.339,1.306,-0.7,8.1,15.483,24.53,541.4
15.493s,1509,1,77.1,88.90,87.78,77.01,76.82,173.54,172.58,171.96,83.5,315.828,14.112,77.10,1.354,1.306,-0.7,8.1,15.483,24.53,541.4
15.547s,1509,1,77.1,88.90,87.78,77.01,76.82,173.54,172.58,171.96,83.5,315.828,14.112,77.10,1.354,1.339,-0.7,7.7,16.537,24.53,541.4
15.601s,1543,1,77.1,88.90,87.78,77.01,76.82,173.54,172.58,171.96,83.5,315.828,14.112,77.10,1.354,1.339,-0.7,7.7,16.537,25.21,544.4
15.655s,1543,1,75.3,86.53,87.78,77.01,76.82,173.54,172.58,171.96,83.5,315.828,14.112,77.10,1.354,1.339,-0.7,7.7,16.537,25.21,544.4
15.709s,1543,1,75.3,86.53,86.46,67.45,69.25,173.89,172.58,171.96,83.5,315.828,14.112,77.10,1.354,1.339,-0.7,7.7,16.537,25.21,544.4
15.763s,1543,1,75.3,86.53,86.46,67.45,69.25,173.89,178.10,175.95,53.5,315.828,14.112,77.10,1.354,1.339,-0.7,7.7,16.537,25.21,544.4
